info,img,link,classification
"
Esse vírus tem cura e se chama hidroxicloroquina, zinco e azitromicina.
",,https://www.aosfatos.org/noticias/em-video-difundido-por-trump-medica-engana-ao-dizer-que-cloroquina-cura-covid19/,FALSO
"
ATENÇÃO PARA O GOLPE: O TSE informou que a empresa Positivo, venceu a licitação para compra de novas urnas eletrônicas que serão utilizadas nas eleições 2022. O valor do contrato é de R$ 799 milhões. O que muitos não sabem é que a Positivo foi vendida para a Chinesa, Lenovo.
",,https://www.aosfatos.org/noticias/e-falso-que-lenovo-comprou-positivo-fabricante-de-urnas-das-eleicoes-de-2022/,FALSO
"
Se antes de a gente colocar a máscara, a gente fizer uma oximetria, vai saturar 92. Vinte minutos de máscara, volta e faz a oximetria, você vai estar com 86.
",https://lh5.googleusercontent.com/YZ2RmxsOnJoE5mlJ4mQ7C8pCQ0-GCznRZ0GtLkQr6sIVJLMIAKI7U0JM2FNp6WkDLvmFFEoxR0Y5PlWW2fmWzEPv5D5MLYr1hi41gZPxPMQN6BWQ7akgX11sAEQHl_LGOfKt2YOg,https://www.aosfatos.org/noticias/nao-e-verdade-que-uso-de-mascara-reduz-nivel-de-oxigenio-no-sangue/,FALSO
"
VACINA CHINESA CAUSA REAÇÃO NO TESTE. Enfermeiro voluntário posta como ele ficou após tomar a primeira dose da vacina chinesa.
",https://static.aosfatos.org/media/cke_uploads/2020/07/28/rosto-inchado-coronavac.jpg,https://www.aosfatos.org/noticias/foto-de-homem-com-rosto-inchado-nao-retrata-efeito-colateral-da-coronavac/,FALSO
"
Células de bebês abortados são utilizadas na produção de vacina chinesa
",https://lh5.googleusercontent.com/SwCs8StNfuTIyUYTw9PR3uqUbScrYFt9hQ5Z2wHHdPTxaXVvR98F0C-NOOQ3qGoMFawrqYDqdn7XlbBEb6CUBYT-KViyGq9oMOoDxVqFSVlniJeWvPkDNFbO057wXocdggVXmdKO,https://www.aosfatos.org/noticias/e-falso-que-coronavac-usa-celulas-de-bebes-abortados/,FALSO
"
A COBAIA DO DÓRIA QUE TOMOU A VACINA. ‘Comecei a me sentir indisposta, enorme moleza no corpo, muito sono, cansaço e febre de 38 graus, meu corpo inteiro começou a doer; e os olhos a lacrimejar, a dor no braço é absurda, mal posso levantá-lo’.
",https://static.aosfatos.org/media/cke_uploads/2020/07/27/efeitos-colaterias-coronavac.jpg,https://www.aosfatos.org/noticias/voluntaria-que-relatou-febre-e-mal-estar-nao-participou-de-testes-da-coronavac/,FALSO
"
O princípio ativo dos dois remédios, da ivermectina e da cloroquina, está na laranja e no limão, na casca dos dois. [...] Se você não tem a Covid-19, você vai tomar dois copos por dia. [...] Se você já está com Covid, você vai tomar quatro copos.
",https://lh6.googleusercontent.com/W8ENWMGNJPr4HFMOpzn2sZfYJC6G_i7vwC8RsaYpLZ-kxr_jW9LFxlT4JXXCRRE-GCD51FMBmoi_GNfEvM3xUg0uRbHQYu1-krhUlJ0Q7EoD8kcgkmRqwsCB1YcC5qQFta9oC5JS,https://www.aosfatos.org/noticias/nao-e-verdade-que-cascas-de-laranja-e-limao-contem-ivermectina-e-cloroquina/,FALSO
"
Se liga na armação! Não teve cobaia pra vacina chinesa do Dória. Pq será que o médico que aplica a vacina cobre o campo de visão da agulha entrando na pele?
",https://static.aosfatos.org/media/cke_uploads/2020/07/23/video-vacinacao-coronavac.jpg,https://www.aosfatos.org/noticias/nao-e-verdade-que-video-prova-que-testes-de-vacina-em-sp-sao-armados/,FALSO
"
Vídeo mostra momento que repórter do Alerta Nacional é executado após denunciar Prefeitura.
",https://static.aosfatos.org/media/cke_uploads/2020/07/22/video-assassinato-alerta-geral.jpg,https://www.aosfatos.org/noticias/video-nao-mostra-execucao-de-reporter-que-denunciou-superfaturamento-no-para/,FALSO
"
Governo Federal decide demitir os 396 mil servidores públicos que fraudaram o auxílio emergencial.
",,https://www.aosfatos.org/noticias/governo-nao-demitiu-396-mil-servidores-por-fraude-em-auxilio-emergencial/,FALSO
"
...no ano de 2019 tivemos 58.103 mortes a mais que neste ano...
",https://lh6.googleusercontent.com/2rOj2B-f6gMSnk--NKwtyRwihOZxfoB4UEenSJC6ZYRfm_vRA12Hc-H4otrRYgFXHGkjVexyn-k7FXyz-j4u9FXDjuUpmPNyehLbOtxdsR-bhuxTsznqy4XnzWFDzMqucQQSvNQO,https://www.aosfatos.org/noticias/e-falso-que-mais-mortes-foram-registradas-no-primeiro-semestre-de-2019-que-no-de-2020/,FALSO
"
CURA DA COVID-19.
Finalmente, um estudante indiano da Universidade Pondicherry, chamado Ramu encontrou uma cura de remédio caseiro para Covid-19, que é a primeira vez aceita pela OMS. - Ele provou que, adicionando 1 colher de sopa de pó de pimenta preta a 2 colheres de mel de mel e um suco de gengibre por 5 dias consecutivos suprimiria os efeitos da Corona. E, eventualmente, vá embora 100% - todo o mundo está começando a aceitar esse remédio. Finalmente, uma boa notícia em 2020 !! Por favor, circule esta informação para todos os membros e amigos da sua família. Conforme recebido.
",,https://www.aosfatos.org/noticias/nao-e-verdade-que-oms-aprovou-mistura-de-pimenta-mel-e-gengibre-como-cura-da-covid-19/,FALSO
"
Vamos oferecer gratuitamente a toda a população de Itajaí um medicamento para prevenção e tratamento ao coronavírus. Trata-se da ivermectina, um antiparasitário que tem apresentado atividade antiviral considerável contra o vírus causador da doença. Isso já vem sendo observado através de evidências clínicas pelo mundo afora onde já se usa a ivermectina com bons resultados, como no continente africano, República Dominicana, Nova Zelândia, Austrália, Bolívia e no Brasil também. No nosso país temos resultados positivos registrados no Amapá, Belém do Pará, Porto Feliz, em São Paulo.
",https://lh6.googleusercontent.com/GhNWpeWw4Rews1waNprlgGrMExrU2dO67CGpdREXtHBuWluTBvVGTlJuiE-j3El_A60R2YbKmOwC-ET4IjO9iOeRhnNvXyKZiGkLJd0tyv288szSv1I_diU2N4MAQ46o30wldtZC,https://www.aosfatos.org/noticias/e-falso-que-ivermectina-apresentou-bons-resultados-contra-covid-19-em-outros-paises/,FALSO
"
Um novo herói surgiu! Parabéns, prefeito! 1.500 casos e zero entubação!!! Zero óbitos!!! Ignorado pela grande mídia, o prefeito de Porto Feliz (SP) Cássio Habice Prado, que é médico, adotou desde o início o protocolo com cloroquina e azitromicina. O kit com custo de R$ 40,00 e dos 1.500 pacientes nenhum precisou usar tudo de respiração e nenhum óbito. 
",https://lh4.googleusercontent.com/F4cVBbkSkgwN-BSomV5BoyJwSl2C3JvgkOlwWrtdUVZb5sXU4owdcFswWd3mu8oXrholgz0BkVY-Z_zcT948Ve8zczoBNPt4aig_Sy3UqNnjc6eBXUQ1gVN-GOE487utEqaXrR4n,https://www.aosfatos.org/noticias/e-falso-que-porto-feliz-em-sao-paulo-nao-registra-mortes-por-covid-19/,FALSO
"
Essa pessoa [assintomática] não transmite o vírus, mas comunica anticorpos para outras pessoas e gera imunidade em massa.
",,https://www.aosfatos.org/noticias/nao-e-verdade-que-assintomaticos-da-covid-19-transmitem-anticorpos-outras-pessoas/,FALSO
"
Na França o primeiro-ministro e o ministro da Saúde que vetaram a cloroquina perderam os cargos e respondem a processo. No Brasil, xingado de genocida é o presidente que, liberando a cloroquina, salvou milhares de vidas. Esse país é o paraíso da ignorância.
",,https://www.aosfatos.org/noticias/e-falso-que-premie-e-ministro-franceses-foram-demitidos-por-suspender-uso-da-hidroxicloroquina/,FALSO
"
Toda hora olho a transparência de Registro Civil, o site. Resolvi comparar as mortes diárias do ano passado e deste ano. Tive uma surpresa. No ano passado houve 4.800.089 de mortes. Neste ano, em 186 dias, 2.336.000. Dividido pelo número de dias do ano passado, 365 dias, nós temos 13.394 mortes diárias em média no Brasil ano passado. Neste ano, dividindo 2.336.000 até o dia 5, 186 dias, temos 12.559 mortes por dia. Estamos com menos mortes diárias neste ano. - Alexandre Garcia, em vídeo publicado no YouTube.
",https://lh4.googleusercontent.com/raMlo0Hy2U4kePaJdaCYblwYo5oQu4rGlUrbedI7MfgL4xXvLDYCFh-mMSdvC1yP4NZjScSySMkb27UJIaDdHu_mCS3sDZWbVxyWn6tU2B-i9QeVMEmUcGoiuW3Haem5BG7o43dJ,https://www.aosfatos.org/noticias/nao-e-verdade-que-2020-registra-menos-mortes-diarias-que-2019/,FALSO
"
Aprovação do presidente Bolsonaro bate recorde, diz Datafolha.
Administração de Bolsonaro é ‘ótima’ ou ‘boa’ para 64% dos brasileiros.
",,https://www.aosfatos.org/noticias/pesquisa-que-aponta-64-de-aprovacao-nao-se-refere-bolsonaro-mas-gestao-lula-em-2008/,FALSO
"
Tese de doutorado do pastor ministro da Educação não é encontrada em lugar nenhum
",,https://www.aosfatos.org/noticias/e-falso-que-tese-de-doutorado-de-milton-ribeiro-nao-consta-em-lugar-nenhum/,FALSO
"
Não tem nada melhor do que tratamento precoce [com ivermectina, azitromicina e AAS infantil], não deixar aumentar a doença. Até que se faça o exame, que o exame venha, que dê positivo, o vírus já tomou conta do nosso organismo. Vamos prevenir, prevenir.
",,https://www.aosfatos.org/noticias/uso-precoce-de-ivermectina-azitromicina-e-aas-contra-covid-19-nao-tem-respaldo-cientifico/,FALSO
"
Pra quem gosta de seguir as recomendações da ""Desorganização Mundial de saúde"". Pega a dica Marquinhos Trad 👍
",https://lh6.googleusercontent.com/pytrR8PugOsCg4Qa01gC3qV7X82BtOAJs3211CHH9poCWZ57ZUtB888ZinURbxrVrExKG5BWSpdlhAZlP2vvfk8j-ouXxqNSFK2VpsmnI22mTLp2A3atzZkYhZxQKZ85mlY73jQ2,https://www.aosfatos.org/noticias/e-falso-que-oms-nao-recomenda-o-uso-de-mascaras-por-pessoas-saudaveis/,FALSO
"
O primeiro medicamento que eu vou dizer para vocês [usarem no tratamento da Covid-19] é a ivermectina. Não precisa de receita médica. Da mesma forma, usando na fase inicial.
",,https://www.aosfatos.org/noticias/medico-engana-ao-prometer-que-tratamento-caseiro-com-remedios-cura-covid-19/,FALSO
"
Por Mário Sérgio Cortella:
Aquele que tiver a real solução para esse problema que atire a 1ª pedra !!! Atire no Prefeito que fechou a cidade e mandou todos pra casa. Atire no Presidente que pede pra abrir a cidade e a volta ao trabalho. Atire nos médicos que pedem o isolamento social para evitar o colapso no sistema de saúde. Atire nos economistas que pedem para voltar a rotina prevendo um colapso financeiro .... O NEGÓCIO É ATIRAR PEDRAS ! Se voltar tudo a funcionar vai morrer quantas pessoas ? Se ficar em isolamento social vai morrer quantas empresas? Vou responder: Ninguém sabe!! [...]
",,https://www.aosfatos.org/noticias/nao-e-de-cortella-texto-que-critica-quem-atira-pedras-em-governantes-por-causa-da-pandemia/,FALSO
"
Denúncia :Os carros pipas pegando água do Canal recém construído da Transposição do São Francisco, e jogando fora. Que gente é essa ?
",https://static.aosfatos.org/media/cke_uploads/2020/07/10/video-caminhoes-pipa-descarte.jpg,https://www.aosfatos.org/noticias/video-de-caminhoes-descartando-agua-e-de-2017-e-sem-relacao-com-transposicao-do-sao-francisco/,FALSO
"
Sabe esse “cotonetão” que estão usando para testar covid? Então… O local em que eles estão ""obtendo uma amostra"" para o teste Covid-19 é chamado de Barreira Sangue-Cerebral. É uma única camada de células que protege o cérebro de metais pesados, pesticidas e outras substâncias tóxicas que geralmente são mantidas de fora. É assim que os nutrientes vitais, como o oxigênio, atingem o cérebro. Se, de alguma forma, a sua barreira hematoencefálica estiver comprometida, ela se tornará uma ""barreira hematoencefálica com vazamento"", que é um cérebro inflamado! Em seguida, permite que bactérias e outras toxinas entrem no seu cérebro e infectem o tecido cerebral, o que pode levar a inflamação e, às vezes, à morte.
",,https://www.aosfatos.org/noticias/nao-e-verdade-que-teste-que-diagnostica-covid-19-pode-causar-inflamacao-no-cerebro/,FALSO
"
Mandetta e Gilmar Mendes no bairro do Chiado em Lisboa tomando chopinho.
",https://static.aosfatos.org/media/cke_uploads/2020/07/09/mandetta-gilmar-lisboa.jpg,https://www.aosfatos.org/noticias/e-falso-que-video-mostra-luiz-mandetta-e-gilmar-mendes-em-restaurante-em-lisboa/,FALSO
"
Olha a falta de respeito com a vida humana. Essa médica pediu ajuda ao presidente e foi demitida pelo governador da Bahia.
",https://lh3.googleusercontent.com/WTbMVNmmkrV2-0Ph_GpcLFcSb_RqSYJMa1jEsAro3JVOgmrhVAxO22HeoTf9AEw57JzjrIyzgqiYDUrtRHSg8zNTr9mUqPZUHPVxHydQX3MscWcy0JJDoS7Yi_XddC4qKcNnJ0g2,https://www.aosfatos.org/noticias/nao-e-verdade-que-medica-foi-demitida-por-perseguicao-politica-na-bahia/,FALSO
"
A MÍDIA NÃO DIVULGOU QUE FOI O EXÉRCITO QUE TRABALHOU NA OBRA DA TRANSPOSIÇÃO DO RIO [São Francisco], TUDO QUE BOLSONARO FAZ ELES TENTAM ESCONDER, MAS NÃO ADIANTA A INTERNET É O MAIOR MEIO DE COMUNICAÇÃO DO MUNDO !
",https://static.aosfatos.org/media/cke_uploads/2020/07/02/exercito-obra-pisf.jpg,https://www.aosfatos.org/noticias/foto-de-militares-em-obra-da-transposicao-nao-foi-tirada-no-governo-de-bolsonaro-mas-no-de-dilma/,FALSO
"
Então o Bozo pegou com 94% concluído, né manezada?
",https://lh6.googleusercontent.com/0ywm8oVab5GAjm-owKwERkS8Bdlz7N1yBTgMKgfp32P_2K560sZxl-91WFjVehowYkMhMqCWK6k3a5PgrXlK1XCC7Cemyya6OBzHH6hAXdFXFERyVLKz-mwVCAm7YyJAw0Sy6kI8,https://www.aosfatos.org/noticias/fotos-antigas-de-obras-da-transposicao-nao-mostram-trecho-inaugurado-por-bolsonaro/,FALSO
"
Bolsonaro é tão pilantra que votou contra a transposição [do Rio São Francisco] como deputado e agora está falando que ele quem fez.
",,https://www.aosfatos.org/noticias/e-falso-que-bolsonaro-votou-contra-transposicao-do-rio-sao-francisco-quando-era-deputado/,FALSO
"
Adivinha quem está tocando fogo para todo lado? Será que é pra derrubar o governo Bolsonaro? Eu não duvido de nada.
",https://static.aosfatos.org/media/cke_uploads/2020/06/29/incendio-maranhao-ibama.jpg,https://www.aosfatos.org/noticias/fiscais-do-ibama-nao-incendiaram-mata-no-maranhao-para-culpar-bolsonaro/,FALSO
"
Há 12 anos em obras a transposição do Rio São Francisco, PT gastou 10,6 bilhões. Menos de 2 anos de Bolsonaro, as águas do velho Chico chegam no Ceará. Inaguração das obras de transposição do Rio São Francisco. Jati Ceará nesta sexta feira (26) Cabra da peste prometeu cumpriu, esse é meu PRESIDENTE!!
",https://static.aosfatos.org/media/cke_uploads/2020/06/26/transposicao-rio-sao-francisco.jpg,https://www.aosfatos.org/noticias/foto-de-acude-no-ceara-2017-nao-mostra-obra-inaugurada-por-bolsonaro/,FALSO
"
E o prefeito que deixou muita gente morrer a míngua ao proibir a Hidroxicloroquina, agora confessa à mídia que fez uso do remédio que negou ao povo. Quantas pessoas que nem sofriam de câncer, como ele, morreram e quantas poderiam ter sido salvas se tivessem sido medicadas.
",,https://www.aosfatos.org/noticias/prefeito-de-sao-paulo-nao-proibiu-uso-de-hidroxicloroquina-nem-disse-que-tomou-medicamento/,FALSO
"
(...) aí depois eu conversei com o médico na boa e ele me falou que toda vez que tem covid [no registro de óbito], o hospital ganha R$ 18 mil. Então esse é o Brasil, isso é política.
",https://static.aosfatos.org/media/cke_uploads/2020/06/25/suspeita-covid-18-mil.jpg,https://www.aosfatos.org/noticias/e-falso-que-hospitais-recebem-r-18-mil-para-cada-registro-de-obito-com-suspeita-de-covid-19/,FALSO
"
Coincidência, né? O advogado amigo da familicia e que escondia Queiroz é o mesmo que defende Adélio Bispo, o homem da fakeada.
",https://lh4.googleusercontent.com/2bY3YSUUYbkHGIL0rN8vHg39sTOTljIW8hORMMYtuqVbSQsWvYIWCdpDICGFAMZBXYvxoJBUTAdYl_6hjFOAjf-VHZjMo68MeMprqd3-jFCguHTsmHT2bnLaMBKGJRLs3Bpq1dEc,https://www.aosfatos.org/noticias/ex-advogado-de-flavio-nao-atua-na-defesa-de-homem-que-esfaqueou-bolsonaro/,FALSO
"
Ao contrário do que divulgou a mídia brasileira, a retirada do status de ""uso emergencial hospitalar"" pela FDA na verdade AMPLIA o tratamento com hidroxicloroquina nos EUA, permitindo o uso do medicamento, antes restrito, em qualquer ambiente, desde que receitado por um médico.
",,https://www.aosfatos.org/noticias/decisao-da-fda-nao-amplia-uso-de-cloroquina-para-tratamento-da-covid-19-nos-eua/,FALSO
"
Como diretor do Banco Mundial, [eu, Abraham Weintraub,] terei imunidade diplomática, passaporte da ONU. O mais importante é que terei livre acesso às contas bancárias de todos os ministros do STF no exterior!
",https://static.aosfatos.org/media/cke_uploads/2020/06/24/weintraub-acesso-contas-stf.jpg,https://www.aosfatos.org/noticias/weintraub-nao-tera-acesso-contas-de-ministros-do-stf-caso-se-torne-diretor-do-banco-mundial/,FALSO
"
Hospital de Messejana Fortaleza fecha ala de COVID 19 por falta de pacientes! 🙏🙏🙏👏👏👏👏
Aleluia louvado seja o nome do nosso Deus o todo poderoso.
",https://lh5.googleusercontent.com/uDnc1Nc3zEgnd_ZOXmIQ1kDlAHtuiqXGPuTTVKg9u5IeXvXaNI3mZ4hdiGFDc0ryYRhvgB7dhgbd37E3l_eHBO3t2AGMJCya3TRm3rvCfSHsEqjR1RCAzgkbl_2VlcyIVdAIEZ0R,https://www.aosfatos.org/noticias/e-falso-que-hospital-em-fortaleza-fechou-ala-de-covid-19-por-falta-de-pacientes/,FALSO
"
O cara vai tentar retirar os R$ 600,00, a mulher da lotéria fala que não saiu, na hora que o coirado vai embora, ela guarda na bolsa. Vamos divulgar.
",https://static.aosfatos.org/media/cke_uploads/2020/06/24/roubo-auxilio-emergencial-loterica.jpg,https://www.aosfatos.org/noticias/e-falso-que-video-mostre-funcionaria-de-loterica-roubando-auxilio-emergencial-de-cliente/,FALSO
"
GRANDE DIA: Patriotas de todo o Brasil ocupam praça dos três poderes em Brasília
",https://lh4.googleusercontent.com/k-ZcIIw-py2KbZUbNgZ1v_ZM0gluYQsnt6XoEOPiAPR0VxHQtoo0L6W5Qsmso4FCVlWcVnE95nS_VMoixDW4z6wjjy8MOxelVtIT_vLigz3h9CZudcnmz5-uxB0h3ieiur5i0-uF,https://www.aosfatos.org/noticias/foto-de-ato-pro-bolsonaro-em-2018-circula-como-se-fosse-de-manifestacao-recente/,FALSO
"
Com a máscara, o gás carbônico não sai com facilidade e na próxima vez que vocês põem o ar no pulmão, nos pulmões, vocês vão levar partículas de gás carbônico novamente para dentro dos pulmões. Essas partículas voltam para o sangue, na hematose, na troca gasosa. E esse gás carbônico, misturando então com a água, novamente forma o ácido carbônico, que acidifica o seu sangue. E acidificando o sangue nós vamos ter o meio propício, ideal, para o vírus.
",https://static.aosfatos.org/media/cke_uploads/2020/06/23/mascaras-acidificam-o-sangue.jpg,https://www.aosfatos.org/noticias/nao-ha-evidencias-de-que-uso-prolongado-de-mascaras-torna-o-sangue-acido/,FALSO
"
Olha aí o canalha advogado do PCC descendo o pau no STF e hoje está lá dentro.
",,https://www.aosfatos.org/noticias/moraes-nao-defendeu-atentados-contra-o-stf-antes-de-se-tornar-membro-da-corte/,FALSO
"
Bye, bye, Brasil. Do avião, Weintraub manda os brasileiros ficarem quietinhos.
",https://static.aosfatos.org/media/cke_uploads/2020/06/22/weintraub-debocha.jpg,https://www.aosfatos.org/noticias/foto-de-weintraub-em-aviao-foi-tirada-em-fevereiro-nao-apos-saida-dele-do-mec/,FALSO
"
Informe repórter cidadão Lima Neto. Tratamento com ervas naturais do coronavírus em plena Amazônia Legal. Deus é generoso conosco.
",https://lh5.googleusercontent.com/BnrewKSeElVXJAkOsT03pavQf1CpBHbMApROXMDSGosoqYNbWFH-Mg47ti6Qr5MUQCnrw0Dh7oGWksGrxX6JDH-t4O66GWJeFEyVA0k6d15blM4H8jW5De2B0clJGvgtJnxYceKH,https://www.aosfatos.org/noticias/chas-de-boldo-do-chile-e-de-quina-quina-nao-previnem-nem-curam-covid-19/,FALSO
"
Devido ao colapso no Sistema de Saúde do Brasil, nós, profissionais da Saúde, preparamos este texto para a população, caso não queira logo arriscar ir a um hospital (...) Medicação:* *Azitromicina*Tomar 1 por dia a partir do 3º dia, para diminuir o contágio, diminuir os sintomas e prevenir pneumonia. Agora, também tem, para ser mais rápido na cura o *Ivermectina* ou *Anitta*.
",,https://www.aosfatos.org/noticias/azitromicina-ivermectina-e-nitazoxanida-nao-tem-eficacia-comprovada-contra-covid-19/,FALSO
"
Existiu e existe ainda venda de mortos por Covid-19. (...) Estados recebiam, por mortos, e recebem R$ 19 mil por paciente morto. Municípios recebendo entre R$ 6 mil e 10 mil. Isso mesmo. O seu pai e sua mãe estão sendo negociada para ser morto pelo Covid-19.
",,https://www.aosfatos.org/noticias/enfermeiro-engana-ao-dizer-em-video-que-estados-e-municipios-faturam-com-mortes-por-covid-19/,FALSO
"
ARGENTINA Majestosa manifestação contra as políticas comunistas do presidente Alberto Fernández, que você não verá em nenhuma mídia ou rede social da esquerda mundial. Esses Argentinos são malucos, votaram em comunistas que tinham arruinado o país e agora estão arrependidos.
",https://lh3.googleusercontent.com/TQXIWV5fx1pTSimuPyk17md37S6ewOdvdI6Kwdo-UBdb_H_MuHXpySsVZ1R0FCMlTFgrHWRv4GG0wdoKEEO46kmlrWvqsad5KcjIqzZb1V1tt8EY3v5I6Jz4igPrW0OJcZR6zLxN,https://www.aosfatos.org/noticias/video-de-ato-pro-macri-em-2019-circula-como-se-fosse-de-protesto-recente-contra-fernandez-na-argentina/,FALSO
"
Bolsonaro avisou! Argentinos se fuderam. O governo comunista aproveitou a pandemia, deu golpe e implantou lei de desapropriação alimentar. Agora, argentinos só vão comer ração controlada pelo governo presos no cercado. Quem furar a fila ou reclamar vai em cana ou vai morrer. Acorda Brasil. Os comunistas estão na nossa porta.
",https://static.aosfatos.org/media/cke_uploads/2020/06/16/card_vejaaqui_argentina.jpg,https://www.aosfatos.org/noticias/nao-e-verdade-que-governo-vai-controlar-distribuicao-de-alimentos-na-argentina/,FALSO
"
Doria assinou um contrato de desenvolvimento da vacina para Covid, com a Sinovac, da China, e o Instituto Butantã. A vacina tem o nome de Coronavac. O contrato foi assinado em agosto de 2019. Eu não entendi. Agosto do ano passado? Como? Coronavac? Na China, ano passado? Como?
",,https://www.aosfatos.org/noticias/e-falso-que-doria-fechou-contrato-com-chineses-em-2019-para-vacina-contra-o-novo-coronavirus/,FALSO
"
Mais uma vez estão fazendo o brasileiro de palhaço. No meio de uma crise mundial de saúde e onde famílias temem pelas incertezas e desemprego, o Senado decide votar o absurdo projeto que obriga as pessoas a usarem máscara dentro de suas próprias casa. A falta de vergonha fica ainda maior quando decidem permitir entrar em nossas residências para fiscalizar.
",,https://www.aosfatos.org/noticias/projeto-aprovado-pela-camara-nao-obriga-usar-mascara-dentro-de-casa/,FALSO
"
Haddad em isolamento pelo Covid-19 comemora sozinho seu aniversário. Esses tralhas são especialistas em mentir.
",https://lh6.googleusercontent.com/7Hg0guKIErVRiVRhgVANAq7HAhOSFAv0viEh4p6Zcpq4q5Cso2d4dg52X492fzYljQjffmvW2KSm73rfEW4Ao8l0eezMatcULnjn-Rm85w3Qcvvh03wYhnv_yGkrecLbwVKj30Qv,https://www.aosfatos.org/noticias/haddad-nao-celebrou-aniversario-com-amigos-durante-pandemia-foto-e-de-2018/,FALSO
"
URGENTE! OMS conclui que pacientes assintomáticos não têm potencial de infectar outras pessoas
",https://static.aosfatos.org/media/cke_uploads/2020/06/09/oms-assintomaticos.jpg,https://www.aosfatos.org/noticias/e-incorreto-dizer-que-oms-concluiu-que-assintomaticos-nao-tem-potencial-de-transmitir-covid19/,DISTORCIDO
"
Haddad em isolamento pelo Covid-19 comemora sozinho seu aniversário. Esses tralhas são especialistas em mentir.
",https://lh6.googleusercontent.com/7Hg0guKIErVRiVRhgVANAq7HAhOSFAv0viEh4p6Zcpq4q5Cso2d4dg52X492fzYljQjffmvW2KSm73rfEW4Ao8l0eezMatcULnjn-Rm85w3Qcvvh03wYhnv_yGkrecLbwVKj30Qv,https://www.aosfatos.org/noticias/haddad-nao-celebrou-aniversario-com-amigos-durante-pandemia-foto-e-de-2018/,FALSO
"
URGENTE! OMS conclui que pacientes assintomáticos não têm potencial de infectar outras pessoas
",https://static.aosfatos.org/media/cke_uploads/2020/06/09/oms-assintomaticos.jpg,https://www.aosfatos.org/noticias/e-incorreto-dizer-que-oms-concluiu-que-assintomaticos-nao-tem-potencial-de-transmitir-covid19/,DISTORCIDO
"
Alemanha envia cobrança de 130 bilhões de libras à China por danos causados pelo coronavírus
",https://lh4.googleusercontent.com/QCqYRpUErXfNR2JqsW2kPm_q5Vvbq-qDyBe9SvANIuXtPY4Dbl9Irw_eJzCGWB9RUrd4uROqlHqRonu-qMVFT2akAC2Av7Hq9qI5xrKHcee2SsBItg3vA0YNk-DYajyFr2Ak68ie,https://www.aosfatos.org/noticias/governo-da-alemanha-nao-enviou-china-conta-bilionaria-de-prejuizos-com-pandemia/,FALSO
"
Adélio entrega advogado e investigação volta com tudo. Mandantes apavorados!
",https://static.aosfatos.org/media/cke_uploads/2020/06/05/adelio-retomada-investigacoes.jpg,https://www.aosfatos.org/noticias/e-falso-que-adelio-incriminou-advogados-e-investigacao-de-facada-em-bolsonaro-foi-reaberta/,FALSO
"
Inventam mortes, inventam enterros, inventam caixões vazios, inventam corpos de mentira.
",https://lh5.googleusercontent.com/3Y_zh-PXRxht1yN7B2zazWk0VJSB6fkYrLaLPsguqcB3xmGb7dArRfd1NnWOnk8NOEWhik1wsCYEAcSF7D0VsROOZPoMfh-Ht9WZCXqmbraJ6B9KgG_TDSseTm3Yhx1_4uqmVS0_,https://www.aosfatos.org/noticias/foto-de-sacos-pretos-nao-mostra-fraude-de-enterros-de-vitimas-de-covid-19-no-brasil/,FALSO
"
Taí o João Pedro inocente do fantástico de domingo passado.
",https://static.aosfatos.org/media/cke_uploads/2020/06/03/joao-pedro-editado-card.jpg,https://www.aosfatos.org/noticias/nao-e-joao-pedro-jovem-que-aparece-em-fotos-segurando-armas-de-fogo/,FALSO
"
Lutando pela democracia, segundo a CNN e Globo (Ambas lixos)
",https://static.aosfatos.org/media/cke_uploads/2020/06/02/card_grecia_fake.jpg,https://www.aosfatos.org/noticias/imagem-de-conflito-na-grecia-em-2009-circula-como-se-fosse-de-protesto-recente-no-brasil/,FALSO
"
'Os fascistas do futuro se chamarão a si mesmos de antifascistas' - Winston Churcill
",https://lh6.googleusercontent.com/tdyd5rJ0c6IPPxhS5vnZN-NVVq1giJ0vI1S-Nm1U4npK6Er5Zjn4WWnBpIYE7tTjzCdZGHxI_vaiPUEQ2w8u-6lh7-o3pSmFX1rm4i4FGQZ38aMRQapyVeoUZSPt4ZFiMCoox_mO,https://www.aosfatos.org/noticias/churchill-nao-disse-que-fascistas-do-futuro-chamarao-si-mesmos-de-antifascistas/,FALSO
"
#BolsonaroDay 31/05/ 2020 🔰💪💪💚💛💙#fechadocomBolsonaro 🔰 — em Rio Grande do Sul.
",https://static.aosfatos.org/media/cke_uploads/2020/06/01/horizontal_paulista_rs.jpg,https://www.aosfatos.org/noticias/foto-de-protesto-contra-dilma-em-2015-circula-como-se-fosse-de-ato-pro-bolsonaro/,FALSO
"
Baderneiros queimando bandeiras do Brasil e querem pedir democracia?
",https://static.aosfatos.org/media/cke_uploads/2020/06/01/fotos-manifestantes-queimando.jpg,https://www.aosfatos.org/noticias/fotos-antigas-de-manifestantes-queimando-objetos-circulam-nas-redes-como-atuais/,FALSO
"
Governador de São Paulo perde a moral e PM bate continência para o povo em manifestação.
",,https://www.aosfatos.org/noticias/e-falso-que-policiais-prestaram-continencia-manifestantes-contra-isolamento-em-sp/,FALSO
